clip_path,true_scientific_name
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\45187__SMA07397_20231021_120002__867-870.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\45264__SMA07397_20231031_120002__3102-3105.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\45486__SMA07397_20231121_100002__3282-3285.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\45564__SMA07397_20231121_170000__672-675.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\45583__SMA07397_20231120_100002__2916-2919.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\46321__SMA07356_20221107_115602__2205-2208.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\46375__SMA07356_20221107_115602__1155-1158.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\46399__SMA07356_20221107_125602__3423-3426.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\46422__SMA07356_20221107_115602__1521-1524.wav,Sturnus vulgaris_European Starling
C:\Natalia\codigo_luis\ComparacionModelos\Natalia\Dataset\BirdNET\Train BirdNET\Sturnus vulgaris_European Starling\46441__SMA07356_20221107_115602__2196-2199.wav,Sturnus vulgaris_European Starling
